,time,voltage
143,71.5,-80.0
144,72.0,-80.0
145,72.50001,-80.0
146,73.00001,-80.0
147,73.5,-80.0
148,74.0,-80.0
149,74.5,-80.0
150,75.0,-80.0
151,75.5,-80.0
152,76.00001,-80.0
153,76.50000999999999,-80.0
154,77.00000999999999,-80.0
155,77.5,-80.0
156,78.0,-80.0
157,78.5,-80.0
158,79.0,-80.0
159,79.5,-80.0
160,80.00001,-80.0
161,80.50001,-80.0
162,81.0,-80.0
163,81.5,-80.0
164,82.0,-80.0
165,82.5,-80.0
166,83.0,-80.0
167,83.50001,-80.0
168,84.00001,-80.0
169,84.50001,-80.0
170,85.0,-80.0
171,85.5,-80.0
172,86.0,-80.0
173,86.5,-80.0
174,87.0,-80.0
175,87.50001,-80.0
176,88.00001,-80.0
177,88.5,-80.0
178,89.0,-80.0
179,89.5,-80.0
180,90.0,-80.0
181,90.5,-80.0
182,91.00001,-80.0
183,91.50001,-80.0
184,92.00000999999999,-80.0
185,92.5,-80.0
186,93.0,-80.0
187,93.5,-80.0
188,94.0,-80.0
189,94.50000999999999,-80.0
190,95.00000999999999,-80.0
191,95.50001,-80.0
192,96.0,-80.0
193,96.5,-80.0
194,97.0,-80.0
195,97.5,-80.0
196,98.0,-80.0
197,98.50001,-80.0
198,99.00001,-80.0
199,99.50001,-80.0
200,100.0,-80.0
201,100.5,-80.0
202,101.0,-80.0
203,101.5,-80.0
204,102.0,-80.0
205,102.5,-80.0
206,103.0,-80.0
207,103.5,-80.0
208,104.0,-80.0
209,104.5,-80.0
210,105.0,-80.0
211,105.5,-80.0
212,106.0,-80.0
213,106.5,-80.0
214,107.0,-80.0
215,107.5,-80.0
216,108.0,-80.0
217,108.5,-80.0
218,109.0,-80.0
219,109.5,-80.0
220,110.0,-80.0
221,110.5,-80.0
222,111.0,-80.0
223,111.5,-80.0
224,112.0,-80.0
225,112.5,-80.0
226,113.0,-80.0
227,113.5,-80.0
228,114.0,-80.0
229,114.5,-80.0
230,115.0,-80.0
231,115.5,-80.0
232,116.0,-80.0
233,116.5,-80.0
234,117.0,-80.0
235,117.5,-80.0
236,118.0,-80.0
237,118.5,-80.0
238,119.0,-80.0
239,119.5,-80.0
240,120.0,-80.0
241,120.5,-80.0
242,121.0,-80.0
243,121.5,-80.0
244,122.0,-80.0
245,122.5,-80.0
246,123.0,-80.0
247,123.5,-80.0
248,124.0,-80.0
249,124.5,-80.0
250,125.0,-80.0
251,125.5,-80.0
252,126.0,-80.0
253,126.5,-80.0
254,127.0,-80.0
255,127.5,-80.0
256,128.0,-80.0
257,128.5,-80.0
258,129.0,-80.0
259,129.5,-80.0
260,130.0,-80.0
261,130.5,-80.0
262,131.0,-80.0
263,131.5,-80.0
264,132.0,-80.0
265,132.5,-80.0
266,133.0,-80.0
267,133.5,-80.0
268,134.0,-80.0
269,134.5,-80.0
270,135.0,-80.0
271,135.5,-80.0
272,136.0,-80.0
273,136.5,-80.0
274,137.0,-80.0
275,137.5,-80.0
276,138.0,-80.0
277,138.5,-80.0
278,139.0,-80.0
279,139.5,-80.0
280,140.0,-80.0
281,140.5,-80.0
282,141.0,-80.0
283,141.5,-80.0
284,142.0,-80.0
285,142.5,-80.0
286,143.0,-80.0
287,143.5,-80.0
288,144.0,-80.0
289,144.5,-80.0
290,145.0,-80.0
291,145.5,-80.0
292,146.0,-80.0
293,146.5,-80.0
294,147.0,-80.0
295,147.5,-80.0
296,148.0,-80.0
297,148.5,-80.0
298,149.0,-80.0
299,149.5,-80.0
300,150.0,-80.0
301,150.5,-80.0
302,151.0,-80.0
303,151.5,-80.0
304,152.0,-80.0
305,152.5,-80.0
306,153.0,-80.0
307,153.5,-80.0
308,154.0,-80.0
309,154.5,-80.0
310,155.0,-80.0
311,155.5,-80.0
312,156.0,-80.0
313,156.5,-80.0
314,157.0,-80.0
315,157.5,-80.0
316,158.0,-80.0
317,158.5,-80.0
318,159.0,-80.0
319,159.5,-80.0
320,160.0,-80.0
321,160.5,-80.0
322,161.0,-80.0
323,161.5,-80.0
324,162.0,-80.0
325,162.5,-80.0
326,163.0,-80.0
327,163.5,-80.0
328,164.0,-80.0
329,164.5,-80.0
330,165.0,-80.0
331,165.5,-80.0
332,166.0,-80.0
333,166.5,-80.0
334,167.0,-80.0
335,167.5,-80.0
336,168.0,-80.0
337,168.5,-80.0
338,169.0,-80.0
339,169.5,-80.0
340,170.0,-80.0
341,170.5,-80.0
342,171.0,-80.0
343,171.5,-80.0
344,172.0,-80.0
345,172.5,-80.0
346,173.0,-80.0
347,173.5,-80.0
348,174.0,-80.0
349,174.5,-80.0
350,175.0,-80.0
351,175.5,-80.0
352,176.0,-80.0
353,176.5,-80.0
354,177.0,-80.0
355,177.5,-80.0
356,178.0,-80.0
357,178.5,-80.0
358,179.0,-80.0
359,179.5,-80.0
360,180.0,-80.0
361,180.5,-80.0
362,181.0,-80.0
363,181.5,-80.0
364,182.0,-80.0
365,182.5,-80.0
366,183.0,-80.0
367,183.5,-80.0
368,184.0,-80.0
369,184.5,-80.0
370,185.0,-80.0
371,185.5,-80.0
372,186.0,-80.0
373,186.5,-80.0
374,187.0,-80.0
375,187.5,-80.0
376,188.0,-80.0
377,188.5,-80.0
378,189.0,-80.0
379,189.5,-80.0
380,190.0,-80.0
381,190.5,-80.0
382,191.0,-80.0
383,191.5,-80.0
384,192.0,-80.0
385,192.5,-80.0
386,193.0,-80.0
387,193.5,-80.0
388,194.0,-80.0
389,194.5,-80.0
390,195.0,-80.0
391,195.5,-80.0
392,196.0,-80.0
393,196.5,-80.0
394,197.0,-80.0
395,197.5,-80.0
396,198.0,-80.0
397,198.5,-80.0
398,199.0,-80.0
399,199.5,-80.0
400,200.0,-80.0
401,200.5,-80.0
402,201.0,-80.0
403,201.5,-80.0
404,202.0,-80.0
405,202.5,-80.0
406,203.0,-80.0
407,203.5,-80.0
408,204.0,-80.0
409,204.5,-80.0
410,205.0,-80.0
411,205.5,-80.0
412,206.0,-80.0
413,206.5,-80.0
414,207.0,-80.0
415,207.5,-80.0
416,208.0,-80.0
417,208.5,-80.0
418,209.0,-80.0
419,209.5,-80.0
420,210.0,-80.0
421,210.5,-80.0
422,211.0,-80.0
423,211.5,-80.0
424,212.0,-80.0
425,212.5,-80.0
426,213.0,-80.0
427,213.5,-80.0
428,214.0,-80.0
429,214.5,-80.0
430,215.0,-80.0
431,215.5,-80.0
432,216.0,-80.0
433,216.5,-80.0
434,217.0,-80.0
435,217.5,-80.0
436,218.0,-80.0
437,218.5,-80.0
438,219.0,-80.0
439,219.5,-80.0
440,220.0,-80.0
441,220.5,-80.0
442,221.0,-80.0
443,221.5,-80.0
444,222.0,-80.0
445,222.5,-80.0
446,223.0,-80.0
447,223.5,-80.0
448,224.0,-80.0
449,224.5,-80.0
450,225.0,-80.0
451,225.5,-80.0
452,226.0,-80.0
453,226.5,-80.0
454,227.0,-80.0
455,227.5,-80.0
456,228.0,-80.0
457,228.5,-80.0
458,229.0,-80.0
459,229.5,-80.0
460,230.0,-80.0
461,230.5,-80.0
462,231.0,-80.0
463,231.5,-80.0
464,232.0,-80.0
465,232.5,-80.0
466,233.0,-80.0
467,233.5,-80.0
468,234.0,-80.0
469,234.5,-80.0
470,235.0,-80.0
471,235.5,-80.0
472,236.0,-80.0
473,236.5,-80.0
474,237.0,-80.0
475,237.5,-80.0
476,238.0,-80.0
477,238.5,-80.0
478,239.0,-80.0
479,239.5,-80.0
480,240.0,-80.0
481,240.5,-80.0
482,241.0,-80.0
483,241.5,-80.0
484,242.0,-80.0
485,242.5,-80.0
486,243.0,-80.0
487,243.5,-80.0
488,244.0,-80.0
489,244.5,-80.0
490,245.0,-80.0
491,245.5,-80.0
492,246.0,-80.0
493,246.5,-80.0
494,247.0,-80.0
495,247.5,-80.0
496,248.0,-80.0
497,248.5,-80.0
498,249.0,-80.0
499,249.5,-80.0
500,250.0,-120.0
501,250.5,-120.0
502,251.0,-120.0
503,251.5,-120.0
504,252.0,-120.0
505,252.5,-120.0
506,253.0,-120.0
507,253.5,-120.0
508,254.0,-120.0
509,254.5,-120.0
510,255.0,-120.0
511,255.5,-120.0
512,256.0,-120.0
513,256.5,-120.0
514,257.0,-120.0
515,257.5,-120.0
516,258.0,-120.0
517,258.5,-120.0
518,259.0,-120.0
519,259.5,-120.0
520,260.0,-120.0
521,260.5,-120.0
522,261.0,-120.0
523,261.5,-120.0
524,262.0,-120.0
525,262.5,-120.0
526,263.0,-120.0
527,263.5,-120.0
528,264.0,-120.0
529,264.5,-120.0
530,265.0,-120.0
531,265.5,-120.0
532,266.0,-120.0
533,266.5,-120.0
534,267.0,-120.0
535,267.5,-120.0
536,268.0,-120.0
537,268.5,-120.0
538,269.0,-120.0
539,269.5,-120.0
540,270.0,-120.0
541,270.5,-120.0
542,271.0,-120.0
543,271.5,-120.0
544,272.0,-120.0
545,272.5,-120.0
546,273.0,-120.0
547,273.5,-120.0
548,274.0,-120.0
549,274.5,-120.0
550,275.0,-120.0
551,275.5,-120.0
552,276.0,-120.0
553,276.5,-120.0
554,277.0,-120.0
555,277.5,-120.0
556,278.0,-120.0
557,278.5,-120.0
558,279.0,-120.0
559,279.5,-120.0
560,280.0,-120.0
561,280.5,-120.0
562,281.0,-120.0
563,281.5,-120.0
564,282.0,-120.0
565,282.5,-120.0
566,283.0,-120.0
567,283.5,-120.0
568,284.0,-120.0
569,284.5,-120.0
570,285.0,-120.0
571,285.5,-120.0
572,286.0,-120.0
573,286.5,-120.0
574,287.0,-120.0
575,287.5,-120.0
576,288.0,-120.0
577,288.5,-120.0
578,289.0,-120.0
579,289.5,-120.0
580,290.0,-120.0
581,290.5,-120.0
582,291.0,-120.0
583,291.5,-120.0
584,292.0,-120.0
585,292.5,-120.0
586,293.0,-120.0
587,293.5,-120.0
588,294.0,-120.0
589,294.5,-120.0
590,295.0,-120.0
591,295.5,-120.0
592,296.0,-120.0
593,296.5,-120.0
594,297.0,-120.0
595,297.5,-120.0
596,298.0,-120.0
597,298.5,-120.0
598,299.0,-120.0
599,299.5,-120.0
600,300.0,-120.0
601,300.5,-119.9495
602,301.0,-119.899
603,301.5,-119.8485
604,302.0,-119.798
605,302.5,-119.7475
606,303.0,-119.697
607,303.5,-119.6465
608,304.0,-119.59599999999999
609,304.5,-119.5455
610,305.0,-119.4949
611,305.5,-119.4444
612,306.0,-119.3939
613,306.5,-119.3434
614,307.0,-119.29289999999999
615,307.5,-119.2424
616,308.0,-119.1919
617,308.5,-119.14139999999999
618,309.0,-119.0909
619,309.5,-119.0404
620,310.0,-118.98989999999999
621,310.5,-118.9394
622,311.0,-118.8889
623,311.5,-118.8384
624,312.0,-118.78790000000001
625,312.5,-118.73740000000001
626,313.0,-118.6869
627,313.5,-118.63640000000001
628,314.0,-118.5859
629,314.5,-118.5354
630,315.0,-118.4848
631,315.5,-118.43430000000001
632,316.0,-118.3838
633,316.5,-118.33330000000001
634,317.0,-118.2828
635,317.5,-118.2323
636,318.0,-118.18180000000001
637,318.5,-118.1313
638,319.0,-118.0808
639,319.5,-118.03030000000001
640,320.0,-117.9798
641,320.5,-117.9293
642,321.0,-117.87880000000001
643,321.5,-117.8283
644,322.0,-117.7778
645,322.5,-117.7273
646,323.0,-117.6768
647,323.5,-117.6263
648,324.0,-117.5758
649,324.5,-117.5253
650,325.0,-117.4747
651,325.5,-117.42420000000001
652,326.0,-117.3737
653,326.5,-117.3232
654,327.0,-117.2727
655,327.5,-117.2222
656,328.0,-117.1717
657,328.5,-117.1212
658,329.0,-117.0707
659,329.5,-117.0202
660,330.0,-116.96969999999999
661,330.5,-116.9192
662,331.0,-116.8687
663,331.5,-116.81819999999999
664,332.0,-116.7677
665,332.5,-116.71719999999999
666,333.0,-116.66669999999999
667,333.5,-116.6162
668,334.0,-116.56569999999999
669,334.5,-116.5152
670,335.0,-116.4646
671,335.5,-116.4141
672,336.0,-116.36359999999999
673,336.5,-116.3131
674,337.0,-116.26259999999999
675,337.5,-116.21209999999999
676,338.0,-116.1616
677,338.5,-116.1111
678,339.0,-116.0606
679,339.5,-116.01010000000001
680,340.0,-115.9596
681,340.5,-115.9091
682,341.0,-115.85860000000001
683,341.5,-115.8081
684,342.0,-115.7576
685,342.5,-115.7071
686,343.0,-115.6566
687,343.5,-115.6061
688,344.0,-115.5556
689,344.5,-115.5051
690,345.0,-115.4545
691,345.5,-115.40400000000001
692,346.0,-115.3535
693,346.5,-115.303
694,347.0,-115.2525
695,347.5,-115.202
696,348.0,-115.1515
697,348.5,-115.101
698,349.0,-115.0505
699,349.5,-115.0
700,350.0,-114.9495
701,350.5,-114.899
702,351.0,-114.8485
703,351.5,-114.798
704,352.0,-114.7475
705,352.5,-114.69699999999999
706,353.0,-114.6465
707,353.5,-114.596
708,354.0,-114.54549999999999
709,354.5,-114.4949
710,355.0,-114.4444
711,355.5,-114.3939
712,356.0,-114.3434
713,356.5,-114.2929
714,357.0,-114.24239999999999
715,357.5,-114.1919
716,358.0,-114.1414
717,358.5,-114.09089999999999
718,359.0,-114.0404
719,359.5,-113.9899
720,360.0,-113.93939999999999
721,360.5,-113.8889
722,361.0,-113.83840000000001
723,361.5,-113.7879
724,362.0,-113.73740000000001
725,362.5,-113.6869
726,363.0,-113.6364
727,363.5,-113.58590000000001
728,364.0,-113.5354
729,364.5,-113.48479999999999
730,365.0,-113.43430000000001
731,365.5,-113.38380000000001
732,366.0,-113.3333
733,366.5,-113.28280000000001
734,367.0,-113.2323
735,367.5,-113.1818
736,368.0,-113.13130000000001
737,368.5,-113.0808
738,369.0,-113.0303
739,369.5,-112.97980000000001
740,370.0,-112.9293
741,370.5,-112.8788
742,371.0,-112.82830000000001
743,371.5,-112.7778
744,372.0,-112.7273
745,372.5,-112.6768
746,373.0,-112.6263
747,373.5,-112.5758
748,374.0,-112.5253
749,374.5,-112.4747
750,375.0,-112.4242
751,375.5,-112.37370000000001
752,376.0,-112.3232
753,376.5,-112.2727
754,377.0,-112.2222
755,377.5,-112.1717
756,378.0,-112.1212
757,378.5,-112.0707
758,379.0,-112.0202
759,379.5,-111.9697
760,380.0,-111.91919999999999
761,380.5,-111.8687
762,381.0,-111.8182
763,381.5,-111.76769999999999
764,382.0,-111.7172
765,382.5,-111.66669999999999
766,383.0,-111.61619999999999
767,383.5,-111.5657
768,384.0,-111.5152
769,384.5,-111.46459999999999
770,385.0,-111.4141
771,385.5,-111.36359999999999
772,386.0,-111.31309999999999
773,386.5,-111.2626
774,387.0,-111.21209999999999
775,387.5,-111.16159999999999
776,388.0,-111.11110000000001
777,388.5,-111.0606
778,389.0,-111.0101
779,389.5,-110.95960000000001
780,390.0,-110.9091
781,390.5,-110.8586
782,391.0,-110.80810000000001
783,391.5,-110.7576
784,392.0,-110.7071
785,392.5,-110.6566
786,393.0,-110.6061
787,393.5,-110.5556
788,394.0,-110.5051
789,394.5,-110.4545
790,395.0,-110.404
791,395.5,-110.3535
792,396.0,-110.303
793,396.5,-110.2525
794,397.0,-110.202
795,397.5,-110.1515
796,398.0,-110.101
797,398.5,-110.0505
798,399.0,-110.0
799,399.5,-109.9495
800,400.0,-109.899
801,400.5,-109.8485
802,401.0,-109.798
803,401.5,-109.7475
804,402.0,-109.697
805,402.5,-109.64649999999999
806,403.0,-109.596
807,403.5,-109.5455
808,404.0,-109.4949
809,404.5,-109.4444
810,405.0,-109.3939
811,405.5,-109.34339999999999
812,406.0,-109.2929
813,406.5,-109.2424
814,407.0,-109.19189999999999
815,407.5,-109.1414
816,408.0,-109.0909
817,408.5,-109.04039999999999
818,409.0,-108.9899
819,409.5,-108.9394
820,410.0,-108.88889999999999
821,410.5,-108.83840000000001
822,411.0,-108.78790000000001
823,411.5,-108.7374
824,412.0,-108.68690000000001
825,412.5,-108.6364
826,413.0,-108.5859
827,413.5,-108.53540000000001
828,414.0,-108.4848
829,414.5,-108.4343
830,415.0,-108.38380000000001
831,415.5,-108.3333
832,416.0,-108.2828
833,416.5,-108.23230000000001
834,417.0,-108.1818
835,417.5,-108.1313
836,418.0,-108.08080000000001
837,418.5,-108.0303
838,419.0,-107.9798
839,419.5,-107.92930000000001
840,420.0,-107.8788
841,420.5,-107.8283
842,421.0,-107.77780000000001
843,421.5,-107.7273
844,422.0,-107.6768
845,422.5,-107.6263
846,423.0,-107.5758
847,423.5,-107.5253
848,424.0,-107.47470000000001
849,424.5,-107.4242
850,425.0,-107.3737
851,425.5,-107.3232
852,426.0,-107.2727
853,426.5,-107.2222
854,427.0,-107.1717
855,427.5,-107.1212
856,428.0,-107.0707
857,428.5,-107.0202
858,429.0,-106.9697
859,429.5,-106.9192
860,430.0,-106.8687
861,430.5,-106.8182
862,431.0,-106.76769999999999
863,431.5,-106.71719999999999
864,432.0,-106.6667
865,432.5,-106.61619999999999
866,433.0,-106.56569999999999
867,433.5,-106.51520000000001
868,434.0,-106.4646
869,434.5,-106.41409999999999
870,435.0,-106.3636
871,435.5,-106.31309999999999
872,436.0,-106.26259999999999
873,436.5,-106.2121
874,437.0,-106.16159999999999
875,437.5,-106.1111
876,438.0,-106.06060000000001
877,438.5,-106.0101
878,439.0,-105.9596
879,439.5,-105.90910000000001
880,440.0,-105.8586
881,440.5,-105.8081
882,441.0,-105.7576
883,441.5,-105.7071
884,442.0,-105.6566
885,442.5,-105.6061
886,443.0,-105.5556
887,443.5,-105.5051
888,444.0,-105.45450000000001
889,444.5,-105.404
890,445.0,-105.3535
891,445.5,-105.303
892,446.0,-105.2525
893,446.5,-105.202
894,447.0,-105.1515
895,447.5,-105.101
896,448.0,-105.0505
897,448.5,-105.0
898,449.0,-104.9495
899,449.5,-104.899
900,450.0,-104.8485
901,450.5,-104.798
902,451.0,-104.74749999999999
903,451.5,-104.697
904,452.0,-104.6465
905,452.5,-104.59599999999999
906,453.0,-104.5455
907,453.5,-104.4949
908,454.0,-104.4444
909,454.5,-104.3939
910,455.0,-104.3434
911,455.5,-104.29289999999999
912,456.0,-104.2424
913,456.5,-104.1919
914,457.0,-104.14139999999999
915,457.5,-104.0909
916,458.0,-104.0404
917,458.5,-103.98989999999999
918,459.0,-103.9394
919,459.5,-103.8889
920,460.0,-103.8384
921,460.5,-103.78790000000001
922,461.0,-103.7374
923,461.5,-103.6869
924,462.0,-103.63640000000001
925,462.5,-103.5859
926,463.0,-103.5354
927,463.5,-103.4848
928,464.0,-103.43430000000001
929,464.5,-103.3838
930,465.0,-103.33330000000001
931,465.5,-103.2828
932,466.0,-103.2323
933,466.5,-103.18180000000001
934,467.0,-103.1313
935,467.5,-103.0808
936,468.0,-103.03030000000001
937,468.5,-102.9798
938,469.0,-102.9293
939,469.5,-102.87880000000001
940,470.0,-102.8283
941,470.5,-102.7778
942,471.0,-102.7273
943,471.5,-102.6768
944,472.0,-102.6263
945,472.5,-102.5758
946,473.0,-102.5253
947,473.5,-102.4747
948,474.0,-102.42420000000001
949,474.5,-102.3737
950,475.0,-102.3232
951,475.5,-102.2727
952,476.0,-102.2222
953,476.5,-102.1717
954,477.0,-102.1212
955,477.5,-102.0707
956,478.0,-102.0202
957,478.5,-101.9697
958,479.0,-101.9192
959,479.5,-101.8687
960,480.0,-101.8182
961,480.5,-101.7677
962,481.0,-101.71719999999999
963,481.5,-101.66669999999999
964,482.0,-101.6162
965,482.5,-101.56569999999999
966,483.0,-101.5152
967,483.5,-101.4646
968,484.0,-101.41409999999999
969,484.5,-101.36359999999999
970,485.0,-101.3131
971,485.5,-101.26259999999999
972,486.0,-101.21209999999999
973,486.5,-101.1616
974,487.0,-101.1111
975,487.5,-101.0606
976,488.0,-101.01010000000001
977,488.5,-100.9596
978,489.0,-100.9091
979,489.5,-100.85860000000001
980,490.0,-100.8081
981,490.5,-100.7576
982,491.0,-100.7071
983,491.5,-100.6566
984,492.0,-100.6061
985,492.5,-100.5556
986,493.0,-100.5051
987,493.5,-100.4545
988,494.0,-100.404
989,494.5,-100.3535
990,495.0,-100.303
991,495.5,-100.2525
992,496.0,-100.202
993,496.5,-100.1515
994,497.0,-100.101
995,497.5,-100.0505
996,498.0,-100.0
997,498.5,-99.94949
998,499.0,-99.89899
999,499.5,-99.84848000000001
1000,500.0,-99.79798
1001,500.49999999999994,-99.74747
1002,501.0,-99.69697
1003,501.49999999999994,-99.64646
1004,502.0,-99.59595999999999
1005,502.49999999999994,-99.54544999999999
1006,503.0,-99.49495
1007,503.49999999999994,-99.44444
1008,504.0,-99.39394
1009,504.49999999999994,-99.34343
1010,505.0,-99.29293
1011,505.49999999999994,-99.24242
1012,506.0,-99.19192
1013,506.49999999999994,-99.14141
1014,507.0,-99.09091000000001
1015,507.50010000000003,-99.0404
1016,508.0,-98.9899
1017,508.49999999999994,-98.93939
1018,509.0,-98.88888999999999
1019,509.49999999999994,-98.83838
1020,510.0001,-98.78788
1021,510.49999999999994,-98.73737
1022,511.0,-98.68687
1023,511.49999999999994,-98.63636000000001
1024,512.0,-98.58586
1025,512.5,-98.53535
1026,513.0,-98.48485
1027,513.5,-98.43433999999999
1028,514.0,-98.38384
1029,514.5,-98.33332999999999
1030,515.0,-98.28283
1031,515.5,-98.23232
1032,516.0,-98.18182
1033,516.5,-98.13131
1034,517.0,-98.08081
1035,517.5,-98.0303
1036,518.0,-97.97980000000001
1037,518.5,-97.92929000000001
1038,519.0001,-97.87879
1039,519.5,-97.82828
1040,520.0,-97.77777999999999
1041,520.5,-97.72727
1042,521.0,-97.67676999999999
1043,521.5001,-97.62626
1044,522.0,-97.57576
1045,522.5,-97.52525
1046,523.0,-97.47475
1047,523.5,-97.42424
1048,524.0,-97.37374
1049,524.5,-97.32323
1050,525.0,-97.27273
1051,525.5,-97.22222
1052,526.0,-97.17172000000001
1053,526.5,-97.12121
1054,527.0,-97.07071
1055,527.5,-97.0202
1056,528.0,-96.9697
1057,528.5,-96.91919
1058,529.0,-96.86868999999999
1059,529.5,-96.81818
1060,530.0,-96.76768
1061,530.5001,-96.71717000000001
1062,531.0,-96.66667
1063,531.5,-96.61616000000001
1064,532.0,-96.56566
1065,532.5,-96.51514999999999
1066,533.0001,-96.46465
1067,533.5,-96.41413999999999
1068,534.0,-96.36364
1069,534.5,-96.31313
1070,535.0,-96.26263
1071,535.5,-96.21212
1072,536.0,-96.16162
1073,536.5,-96.11111
1074,537.0,-96.06061000000001
1075,537.5,-96.0101
1076,538.0,-95.95960000000001
1077,538.5,-95.90909
1078,539.0,-95.85858999999999
1079,539.5,-95.80808
1080,540.0,-95.75757999999999
1081,540.5,-95.70707
1082,541.0,-95.65657
1083,541.5,-95.60606000000001
1084,542.0001,-95.55556
1085,542.5,-95.50505
1086,543.0,-95.45455
1087,543.5,-95.40404
1088,544.0,-95.35354
1089,544.5001000000001,-95.30302999999999
1090,545.0,-95.25253000000001
1091,545.5,-95.20202
1092,546.0,-95.15152
1093,546.5,-95.10101
1094,547.0001,-95.05051
1095,547.5,-95.0
1096,548.0,-94.94949
1097,548.5,-94.89899
1098,549.0,-94.84848
1099,549.5,-94.79798000000001
1100,550.0,-94.74747
1101,550.5,-94.69697000000001
1102,551.0,-94.64646
1103,551.5,-94.59596
1104,552.0,-94.54545
1105,552.5,-94.49494999999999
1106,553.0,-94.44444
1107,553.5,-94.39394
1108,554.0,-94.34343000000001
1109,554.5,-94.29293
1110,555.0,-94.24242
1111,555.5,-94.19192
1112,556.0001,-94.14141
1113,556.5,-94.09091
1114,557.0,-94.04039999999999
1115,557.5,-93.9899
1116,558.0,-93.93939
1117,558.5001000000001,-93.88889
1118,559.0,-93.83838
1119,559.5,-93.78788
1120,560.0,-93.73737
1121,560.5,-93.68687
1122,561.0,-93.63636
1123,561.5,-93.58586000000001
1124,562.0,-93.53535000000001
1125,562.5,-93.48485
1126,563.0,-93.43434
1127,563.5,-93.38383999999999
1128,564.0,-93.33333
1129,564.5,-93.28283
1130,565.0,-93.23231999999999
1131,565.5,-93.18182
1132,566.0,-93.13131
1133,566.5,-93.08081
1134,567.0,-93.0303
1135,567.5001,-92.9798
1136,568.0,-92.92929
1137,568.5,-92.87879000000001
1138,569.0,-92.82827999999999
1139,569.5,-92.77778
1140,570.0001,-92.72727
1141,570.5,-92.67677
1142,571.0,-92.62626
1143,571.5,-92.57576
1144,572.0,-92.52525
1145,572.5001,-92.47475
1146,573.0,-92.42424000000001
1147,573.5,-92.37374
1148,574.0,-92.32323000000001
1149,574.5,-92.27273
1150,575.0,-92.22222
1151,575.5,-92.17172
1152,576.0,-92.12120999999999
1153,576.5,-92.07071
1154,577.0,-92.0202
1155,577.5,-91.9697
1156,578.0,-91.91919
1157,578.5,-91.86869
1158,579.0001,-91.81818
1159,579.5,-91.76768
