,well,sweep,protocol,Rseal,Cm,Rseries,gleak_before,E_leak_before,gleak_after,E_leak_after,R_leftover,QC.R_leftover,E_rev,E_rev_before,E_rev_after,QC.Erev,QC6,QC1,QC4,total before-drug flux,-120mV decay time constant 1,-120mV decay time constant 2,-120mV decay time constant 3,-120mV peak current,selected,passed QC,QC.Erev.spread,Erev_spread
80,K04,0,staircaseramp_2,1567877000.0,1.112229e-11,13109620.0,1.241989964871266,-41.37758508284568,1.0579761462623125,-42.271290652944,0.1933284951582357,True,-90.15964694970504,-88.01285854102353,-87.87917108679676,True,True,True,True,3606185.7547158888,120.57971992618761,45.13507438445929,91.29466504205504,-532.2980616274806,True,False,True,2.0075893104525306
81,K04,1,staircaseramp_2,1815258000.0,1.106981e-11,13099710.0,1.1506604098446371,-45.17735374848841,0.9522320327647888,-35.95239348138355,0.13440183464937658,True,-89.95570749940664,-87.9076347228832,-90.81315632369396,True,True,True,True,3019308.3934460017,210.2397876583111,69.06211133404604,90.1411384964979,-517.8250567078233,True,False,True,2.0075893104525306
82,K15,0,staircaseramp_2,2534787000.0,1.721793e-11,14106200.0,0.7494673015967325,-43.33083216273318,1.354588527484885,-37.505880750148194,0.05436086874257844,True,-92.6392547526547,-92.20163727664718,-74.05809299663713,True,True,True,True,12449269.616948895,171.4489012336564,59.20580035060703,113.24001545748173,-803.6046329475327,True,False,True,2.019269702779823
83,K15,1,staircaseramp_2,2995931000.0,1.731257e-11,13940710.0,0.9772297156020633,-52.18384642975702,0.9320406722976432,-43.17496470521858,0.05861938167611457,True,-93.46160726199007,-92.37030210379439,-70.39992260191511,True,True,True,True,11526722.487876743,191.7713046680587,90.00554810566348,103.70071566229441,-772.1150134536198,True,False,True,2.019269702779823
84,K21,0,staircaseramp_2,252184800.0,2.170667e-11,18585090.0,5.733315547706824,-27.53180812250686,3.2826777934606484,-15.053905688983452,0.1065727915794668,True,-91.2922981370806,-85.82660477360493,-95.41786416239191,True,True,True,True,40621587.17926186,828.0984156792914,341.3657771171214,341.36578675473305,-1339.9444804564446,True,False,True,3.8061224662102546
85,K21,1,staircaseramp_2,258736700.0,2.157138e-11,19052750.0,6.433163829860051,-33.63614121650312,4.336634144791428,-20.45281749218142,0.0999778829608164,True,-90.55797873193644,-85.29270716320679,-116.31172735722281,True,True,True,True,37789592.04757614,360.6298658151913,360.6196954455883,360.6204922468779,-1176.262131278661,True,False,True,3.8061224662102546
86,L14,0,staircaseramp_2,797334800.0,1.273937e-11,13381960.0,1.6924131727388603,-26.358230333252067,1.413114401718739,-22.411497649321618,0.11605787495823515,True,-93.07845208013084,-90.57815096086199,-91.34027203134754,True,True,True,True,7114132.343658867,430.4574277030803,72.20466930864023,122.97337253319708,-735.1323623435668,True,True,True,2.0859529326942408
87,L14,1,staircaseramp_2,831269600.0,1.27914e-11,13066220.0,1.7806132031382595,-31.430227425550992,1.4219220373276478,-24.84740595943574,0.11057865646389146,True,-93.16614637323845,-90.5400023007205,-87.81679787825485,True,True,True,True,6734321.640362892,334.24313682990197,70.3374713986878,123.09210411649262,-731.6501092126024,True,True,True,2.0859529326942408
88,L19,0,staircaseramp_2,4930681000.0,9.816984e-12,9287212.0,0.5441719517028081,-54.3748480887999,0.5910064075269138,-47.783574261621816,0.08815729549401032,True,-93.80929483779451,-92.2205340575185,-92.96861871277541,True,True,True,True,3983232.037986845,543.1604202823082,60.46873742706341,92.50668913934098,-527.70526194127,True,True,True,1.839870841340698
89,L19,1,staircaseramp_2,5636640000.0,9.773322e-12,9239313.0,0.5072011510661404,-55.789351405924194,0.4671478095680572,-39.77642926263122,0.09329044643644048,True,-93.97870501968772,-92.45116865388768,-91.77819496294923,True,True,True,True,3639704.1185647254,244.60244486510078,53.69277117613408,92.08538308342558,-509.7460725497678,True,True,True,1.839870841340698
90,M22,0,staircaseramp_2,384023500.0,1.632186e-11,11847090.0,3.574684455483448,-23.51100658616009,2.5985938581044725,-13.932027210316466,0.15473649305743786,True,-91.7118649332897,-90.30889799550583,-90.22817433627554,True,True,True,True,11133224.408038748,348.28035928700683,83.05595118969767,133.81398971813493,-986.4622929590264,True,False,True,2.019447771251336
91,M22,1,staircaseramp_2,406383600.0,1.628215e-11,12294460.0,3.776261419302134,-29.341316436529915,2.579480718439879,-14.128212889061448,0.16884828103498917,True,-91.77959504802422,-90.20723306254683,-89.94930051071954,True,True,True,True,9713434.586576672,312.2843958905873,79.21858045092006,139.55665492694015,-954.7477580013026,True,False,True,2.019447771251336
92,M23,0,staircaseramp_2,2350353000.0,3.326512e-11,13766610.0,1.5861524284269202,-58.52298675328877,1.303686869706848,-40.992252322219514,0.03547807534955165,True,-92.55361585391128,-92.44493042955662,-85.79265842898793,True,True,True,True,16540017.254787577,4146.221034870541,170.5251740951521,186.26728848514,-1015.1575319233303,True,True,True,3.369986577158869
93,M23,1,staircaseramp_2,2397315000.0,3.34346e-11,12741770.0,1.875994192653599,-65.24035166533673,1.4912275103127146,-47.44161712762248,0.05967544030811465,True,-92.34439836566061,-92.35232104565787,-90.22731481289584,True,True,True,True,15913169.236610243,711.4851098569458,132.7529222988357,158.8158788480289,-1183.4338931697914,True,True,True,3.369986577158869
94,N05,0,staircaseramp_2,8233916000.0,2.043561e-11,10981230.0,1.2849610095521007,-76.44393294494628,0.876946803157408,-62.667627057636125,0.052986785947536676,True,-91.76264452772638,-91.37264782294925,-74.11074105212248,True,True,True,True,20079437.12209957,5000.0,129.83334382413898,155.8646540121061,-1261.1944743650286,True,True,True,2.1527559144682726
95,N05,1,staircaseramp_2,8288086000.0,2.049937e-11,10945760.0,1.5588204859148478,-80.35002384373652,0.8346262018852076,-53.36058198728056,0.03723795255969125,True,-91.99629905478913,-91.53854994297845,-71.34710141224971,True,True,True,True,18080623.630076505,5000.0,130.2736414554272,158.07525174440337,-1249.498735008511,True,True,True,2.1527559144682726
96,N22,0,staircaseramp_2,225869900.0,1.48564e-11,16432550.0,5.660434868503508,-21.138241599125678,2.945795183830779,-23.46957221071821,0.2530381097797205,True,-92.47740308370072,-86.2567131921746,-113.0201424143908,True,True,True,True,7587843.12375851,190.75370421679068,59.59473365277448,105.42431941430439,-650.293737057934,True,False,True,1.5088625359572632
97,N22,1,staircaseramp_2,234881900.0,1.491221e-11,16331760.0,5.5799267452951185,-22.595848458983387,2.8320653709978862,-23.147415197586895,0.2695687913281297,True,-92.45942182742611,-85.86843161235366,-113.07338628795515,True,True,True,True,7156749.7131957505,309.0884501914452,64.86120640886762,113.64791501617228,-640.4435015393838,True,False,True,1.5088625359572632
98,P02,0,staircaseramp_2,1279623000.0,9.264713e-12,6377656.0,1.1845912125205076,-24.808144650396663,1.2150899018993586,-23.20458378981835,0.11356633421483035,True,-93.35288367435538,-91.11827282280781,-87.88405040187276,True,True,True,True,4925911.851939097,502.1194379703474,47.61586102694144,96.46462126681972,-679.597289060379,True,False,True,3.0244735117433947
99,P02,1,staircaseramp_2,1317771000.0,9.286801e-12,6375615.0,0.9220885203964865,-15.264548764632261,1.481937456214447,-33.79915508570552,0.07387175977606972,True,-91.53122225348179,-90.46566299810394,-90.46452992061407,True,True,True,True,6049596.901166623,993.2589158087197,50.64115960049888,120.85746800565511,-683.6906340420231,True,False,True,3.0244735117433947
100,P04,0,staircaseramp_2,13473680000.0,1.493153e-11,13605850.0,0.5431125641499678,-73.1551797230922,0.42780146939054786,-45.6090585605636,0.08200381566208301,True,-92.20271031159427,-92.21180983740864,-86.57297381464576,True,True,True,True,10601124.96180502,232.57688907521415,98.8609701317715,149.50101269899113,-895.3967230791133,True,True,True,2.136962689558601
101,P04,1,staircaseramp_2,17257390000.0,1.477942e-11,14917340.0,0.6563478274552942,-73.64789559625571,0.4605301488779481,-53.98319855879156,0.09204686596832981,True,-92.70362162545398,-92.41272345690005,-87.32193496711297,True,True,True,True,10315792.121027647,5000.0,128.92467874280382,161.67986003835472,-855.6788680495561,True,True,True,2.136962689558601
102,P23,0,staircaseramp_2,923260600.0,2.111125e-11,7577122.0,1.9226733336901751,-37.145761064118894,1.0237010548931949,-32.97329139455088,0.029927011595516164,True,-93.8301026174461,-93.56213486130855,-84.95705408103646,True,True,True,True,11333736.205719443,571.8895754718927,126.7543481743683,155.1563191911255,-1142.6974700601143,True,True,True,0.9488268528058228
103,P23,1,staircaseramp_2,1045034000.0,2.102284e-11,7645672.0,2.0369331057905637,-41.93260887861787,1.065376186439897,-32.060496251989846,0.028009137840801383,True,-93.90048358459902,-93.74712137454078,-86.44186130978336,True,True,True,True,10690943.071268542,393.67149682330455,116.14056499877827,157.53679084036216,-1117.4373051748144,True,True,True,0.9488268528058228
